Revenue,Gross Profit,Short-term debt,Net Income,Total assets,2019 PRICE VAR [%]
480171000,242746000,0,27155000,1768713000,-9.902773608
492190593.3,136739652.7,49924602.03,-29676555.72,1613707236,-15.20468025
253570000,230770000,0,28020000,618167000,71.00136519
498264000,221947000,0,-209339000,99467000,97.42323889
1200181000,339437000,20540000,254127000,1222923000,54.16116408
63706000,63706000,22000000,26920000,1973741000,31.36320337
252033871,92122580.65,7307917.889,36212463.34,684234750.7,-19.47408565
3418160764,3418160764,1853000,818867878,67789842316,42.69055242
268870000,152310000,0,13069000,1898102000,43.08027098
453217000,70807000,0,36266000,329534000,-10.50170744
2384249000,576152000,26852000,134752000,2454531000,127.3489225
213482000,213482000,0,53057000,5316927000,-2.741150797
3846260000,436125000,551000,33153000,1945295000,7.256893889
305000000,156000000,0,-9000000,300000000,29.85690931
585047000,239809000,412363000,-190071000,4784164000,22.26709902
469235000,469235000,150050000,105765000,12212231000,24.35525113
498264000,221947000,1499000,-27471568,113411000,-21.77215502
161526000,161526000,34916000,54424000,6035655000,32.3872349
7377206000,206773000,0,103552000,24750992000,32.66436358
42917245,19437900,659901,11004241,75598736,117.6119454
944000000,944000000,50000000,187000000,18531000000,43.12662993
6633200000,430500000,107700000,98900000,3737700000,-6.447960237
658300000,658300000,0,215713000,16543337000,12.36113828
2519464000,409055000,0,151781000,2465464000,-17.21744966
2348550000,1519042000,28303000,244418000,7868461000,51.39376853
2682000000,361000000,0,171000000,1699000000,-21.57459388
4481700000,1300400000,56100000,360200000,4872100000,53.37464263
629656150.5,629656150.5,0,357318958,1901948915,-30.69465959
12557000,4959000,0,-7168000,7962000,6.923079745
1490800000,671400000,46600000,-243400000,4537600000,-51.07758617
5445185185,1723703704,355555555.6,946666666.7,19751111111,30.18488759
1391136000,1391136000,0,33758000,740904000,49.97190887
351082000,31727000,0,-50027000,1254388000,2.686595124
712969000,553559000,0,156474000,1300670000,48.64933138
15864483,8782502,6692718,-23938389,48452639,139.2857115
729255000,729255000,0,321812000,22693402000,14.63697329
1296184000,87982000,229416000,49170000,922541000,36.49312263
493184000,225858000,0,40883000,1064480000,51.32472823
1114160000,354793000,0,-3752000,388079000,25.48262964
10642962963,5925925926,693333333.3,1202962963,24492592593,22.44247535
2475807000,520344000,0,148551000,1243893000,64.65887128
1125425000,1125425000,0,370249000,30833015000,16.17276464
1337973000,480465000,0,61400000,1213862000,42.79074125
1009780000,579429000,20767000,68921000,2122455000,39.60943346
64725000,56810000,4822000,-78822000,814352000,190.3860852
264734000,252064000,11667000,-128081000,1119222000,42.90389142
313477000,313477000,420287000,85407000,14137331000,28.21040348
498264000,221947000,249239,-23653963,14889394,-50
460018000,108806000,17455000,-53596000,1149144000,-56.54008641
1338563000,272567000,786000,-6419000,843941000,23.34702986
1924200000,1225700000,51400000,65800000,1451200000,-7.923167508
337339000,111537000,1700000,-7121000,392582000,11.82481685
1472441000,900945000,22500000,60801000,3107887000,33.24187596
42095079595,28309261939,5117800289,1475687410,78193921852,-9.05275571
397271000,281724000,0,43467000,4410958000,1.747137198
275769000,115848000,8250000,5677000,214731000,-39.18269076
698145000,464080000,2799000,55365000,597557000,-74.06878674
5092000000,518600000,20700000,20200000,1617100000,-24.10714191
33586000,33586000,0,-18010000,48803000,-77.90055146
2239200000,921300000,132500000,200100000,2183100000,5.821344729
63209000,60718000,1115000,-120548000,284136000,-39.94211017
874831000,874831000,0,65563000,3909559000,42.24137377
260622000,187331000,0,17619000,1928440000,37.58959788
586930000,460021000,10454000,168642000,852774000,-44.56759962
1019154000,296269000,0,18933000,415580000,7.02648343
16395300000,867500000,49400000,45500000,1666100000,15.86631694
7150000000,1526000000,445000000,530000000,63456000000,28.60462185
142373000,69869000,0,12429000,214823000,83.93336066
2353581476,447470477.6,289582344.4,100617366.1,3134292909,11.29267903
1531169000,167060000,4800000,31087000,748755000,14.83439435
506481000,506481000,658995000,136515000,11871317000,7.686815885
2397439446,938096885.8,1727058824,663840830.4,19296678201,-43.40835853
48990000,20116000,0,-34714000,2923892000,0.724633525
139372110,78806070,0,56005800,1718378000,26.92287566
1371925000,153412000,3701000,84167000,1088018000,27.3369966
717489000,153920000,306393000,56580000,1693671000,22.45168738
-32425000,-32425000,0,-44387000,3395631000,6.516802327
19997777778,9373333333,0,1937777778,2.01353E+11,42.5181163
915911000,488343000,12465000,273943000,1710160000,69.60586961
1594625000,473811000,45300000,-67305000,3414109000,26.14615971
244344000,178484000,1222000,-50071000,231111000,18.55088184
34046000,33413000,1664000,-130999000,234814000,-58.21389097
1348530000,649447000,5625000,126653000,2024183000,25.83302806
2586080000,1087946000,0,178939000,7952729000,11.12310614
4467860000,1489252000,46920000,301171000,4034206000,76.1361364
63388617,-1584540,0,-32125858,52557784,-12.23021287
452988222.8,452988222.8,1853000,-81078222.81,3759522440,-56.04894043
1094274000,917854000,2843000,-139311000,1825007000,-29.92099213
620795000,111460000,11500000,-6293000,730271000,67.60354349
641850000,641850000,54296000,219602000,17143974000,43.5380328
975734000,391135000,0,149774000,458832000,-29.89832191
12232088,1066144,13789,-3814528,13159249,0.862064004
378391777.2,206330822.3,65930450.93,464710822.3,1518829337,-45.20698127
18027000,14041000,0,31851000,170285000,-52.92793047
973705000,373281000,0,133602000,978106000,-15.28305712
147094000,100284000,427000,-47515000,262180000,42.40379213
64867000,53134000,0,-225821000,365261000,-44.8747127
149625,149625,0,-5679558,7351904,-39.24050934
812363000,548963000,165711000,5755000,1313747000,42.04405672
982479000,349749000,1224000,82891000,1417992000,22.88645133
2187064291,680015491.9,40433772.27,268009295.1,4477304415,44.51843647
63554000,32489000,3043000,-6515000,88277000,65.49295603
604354000,135852000,0,-16636000,324549000,-27.94872118
2189100000,580800000,9400000,276600000,2824100000,28.02614007
1041300000,278500000,3300000,94500000,1466500000,72.80162148
1690084000,596280000,0,235965000,1073091000,-88.37758326
8130631000,1205453000,16013000,283531000,4088807000,45.99119692
8094368,1768282,0,-21875713,35133640,-61.12185762
339881000,339881000,50000000,84410000,6583352000,43.85071109
866286000,130407000,10785000,-177604000,1339754000,84.91018631
20828735632,9831034483,1602298851,1252873563,29906896552,43.86707253
1457718000,329329000,0,128589000,1975735000,20.21737489
1238961000,438534000,12605000,76623000,1727181000,62.6729188
61993000,61993000,0,50072000,12186525000,24.22437753
11221077000,5973746000,0,1337536000,9346980000,42.07972597
178786000,132515000,6419000,-30060000,899287000,-33.16062192
20414100000,3137400000,0,439800000,11764700000,41.68454257
3624111916,508501435.9,1908288367,58824702.46,5188593619,120.7065819
325839000,167037000,113542000,-243748000,703255000,-24.48330638
2840000,2840000,0,-61832000,136142000,-34.29394949
3826000000,543000000,108000000,-23000000,1754000000,-97.00945611
2.56985E+11,48024535531,81708040306,21815043211,4.4005E+11,22.48384878
2033947000,371948000,45421000,105662000,2168632000,9.759875495
1145291000,624554000,39985000,4534000,2606507000,-29.74589284
3250298,-6801437,641536,-24571601,8750303,-70.40816469
3683593000,445601000,104558000,201740000,1924898000,37.87634372
11821400000,1777000000,2083600000,265700000,5384000000,89.02009682
1602408000,198266000,51885000,16087000,1251256000,-24.35199085
1531575000,927961000,199600000,69539000,470138000,53.97123947
2134413000,344169000,15012000,128416000,2679086000,-63.97610686
2566863000,909241000,0,208542000,1743157000,51.10541887
629307000,122596000,2330000,9035000,644739000,38.66630264
1151921000,489025000,10063000,40791000,570889000,19.04761606
143635000,124621000,0,82398000,1343098000,15.98131767
497826000,329411000,36434000,93139000,1610947000,-23.08075158
3431000000,1159000000,1149000000,521000000,12444000000,-18.98780521
22768403835,22768403835,0,5052377454,1.83796E+12,5.944427482
5000000,5000000,7574000,-61656000,508997000,-74.49780338
5945000,5945000,0,-57060000,227905000,-30.50000072
1378200000,679500000,20200000,-69800000,2730200000,32.53164735
1559095000,614819000,4365000,141594000,3736173000,10.76014407
1293636000,1137751000,0,419375000,3265964000,79.99441546
500000,500000,0,-85024365,63493570,7.700103725
387289000,273324000,0,-49205000,463116000,221.5868765
2392236000,594385000,136000,220751000,1462000000,16.0606554
207753000,207753000,0,76496000,1945191000,37.6198554
3030445000,2095048000,0,247620000,1527355000,0.407149268
4976650000,3366911000,126703000,-235231000,4263623000,29.13385908
6063000,6063000,0,-66515000,62267000,-80.61017077
2376117000,730319000,28438000,-99250000,2608982000,74.64114309
542336000,542336000,285847000,181878000,12115484000,18.97010418
946548000,179573000,2522000,32281000,915854000,-12.91666462
74515000,56642000,0,22093000,179841000,42.50364083
3497500000,436700000,109100000,-55100000,2087500000,51.45228072
259287000,202940000,0,87029000,2311810000,53.02402839
16546873000,5154743000,2500713000,1981924000,26242268000,14.94168963
2181689708,1172104455,393625192,150629800.3,3465499232,8.821674223
76051000,44417000,7857000,-57564000,163460000,-20.97378896
2045000000,461000000,33000000,-679000000,10848000000,-75.38759654
227788000,176914000,0,-27804000,493868000,26.31063635
8982137093,5967694305,710052263.3,1834433311,14140609440,12.73222689
663237000,325224000,5143000,-10964000,1388254000,7.72097339
1454026000,1374679000,0,121441000,13683572000,39.35767632
184981000,184981000,0,80411000,4875254000,23.18477641
261655000,143856000,5000000,16335000,705472000,-19.14140987
58544915087,7211408033,9315678857,1538235241,70785327523,-3.886866955
170039000,87884000,0,46994000,476894000,158.8005638
647094000,134701000,22673000,-236599000,717087000,-78.54077183
1333568000,266926000,29469000,2928000,992417000,34.03235544
8400200000,1658000000,0,156300000,4653100000,67.69847332
1406677000,597203000,0,28195000,1124135000,15.38460682
339891000,147120000,0,4916000,601859000,76.7726707
22785100000,3414900000,3882800000,471000000,10904500000,26.68312168
2939478000,325737000,62488000,77461000,1594147000,16.89148243
59502000,59502000,0,-84604000,457108000,-46.7989726
99239000,90813000,0,-221337000,286962000,19.6439133
257494599,61741651,67101,6481049,681085079,-21.16772911
285642000,285642000,0,51620000,5835067000,86.69601641
39746351,18402439,307536,-17065607,22875634,-74.31192728
1184657000,842660000,100250000,33301000,2312216000,1.827957772
12737000,-19800000,566000,-295167000,756068000,3.514498908
260717000,260717000,0,136940000,8007382000,19.29311939
431429000,180366000,648000,70455000,974605000,50.84567019
686073000,258011000,30593000,9356000,666340000,21.52974495
17007614213,17007614213,382744495.6,2058375635,8.81009E+11,31.0632882
623250000,355579000,0,54687000,531488000,18.42033182
9593000000,4131000000,1958000000,-402000000,6274000000,-17.82178218
4218000000,1981000000,157000000,421000000,4339000000,63.49205931
1556133714,1556133714,1853000,-18600000,9316524960,-13.31203488
1881294000,398082000,48036000,-11320000,1443966000,-48.45502341
149610000,149610000,0,46529000,3929090000,27.71067233
441400000,309000000,2700000,29800000,1141800000,18.73694685
43742000,43742000,23757000,6604000,1480187000,3.730670001
261253000,126545000,160861000,-22575000,1410319000,-59.25480494
209544000,147701000,0,-43465000,273997000,27.13607967
4493900000,279800000,500000,-21900000,3255200000,24.09811357
7314151000,197182000,24274000,24181000,2979056000,40.23297683
15086643,5288655,2583134,-39006782,58358047,-70.71129886
31937000,31937000,0,-109954000,420386000,26.863755
55165000,48321000,0,-9366000,174706000,212.4113698
498264000,221947000,0,242397000,1490701000,20.07342778
43843000,38138000,0,-33793000,107151000,-23.90476408
397165000,330192000,5819000,63491000,644150000,19.52642132
587268000,587268000,0,149584000,13286460000,23.2603972
10091000,3241000,142000,-132738000,275566000,-75.32637045
696651000,405569000,72414000,288862000,849612000,-28.21782268
2679008000,2044868000,69455000,121887000,1694446000,-30.42018776
248240000,166492000,0,23872000,386123000,35.46809674
223608000,223608000,0,89217000,5645662000,28.35170545
1593651000,1593651000,0,445646000,38020504000,21.21334894
3647123000,989507000,253000,268629000,5937481000,-15.17093303
3166702000,510182000,14855000,74328000,1216392000,21.95726788
177773000,17965000,49731000,-70340000,285883000,90.47619913
197925000,197925000,20114000,50543000,4984347000,26.20174921
271839000,271839000,106077000,71932000,7516154000,15.72292627
28032000,10118000,0,163000,53502000,98.09161389
903519098.1,474120954.9,11746313,302807214.9,1643051114,-50.66065861
656070000,249695000,477413000,84535000,2951354000,-1.275183251
10505000,10505000,0,-56024000,192547000,-32.01915557
816484000,209563000,5235000,-16951000,427003000,54.93333181
1919700000,537600000,500000,104100000,1442500000,59.30653529
580248000,580248000,8500000,27170000,671817000,14.05843044
124685000,64682000,0,-61822000,360012000,116.4456204
913380000,380023000,0,89707000,538116000,46.90002603
1275118000,394630000,0,264670000,3853883000,38.05592099
147293000,108714000,0,-48280000,119710000,-1.788555402
148195000,131829000,0,58172000,2028189000,25.92410193
1114074000,543074000,0,70098000,1328185000,20.23987602
24732000,14261000,515000,-82338000,123841000,52.16000366
380397000,260778000,183461000,67239000,3050811000,121.7473742
61307000,38971000,301000,-1991000,39622000,17.85714767
498264000,221947000,0,-123914000,648331000,36.6448204
1029624000,72841000,27058000,5279000,604855000,-27.35478587
29676768000,3700912000,246257000,716195000,17784445000,21.84039417
6231437000,529754000,42109000,-120553000,1442108000,-12.72264656
2378400000,2378400000,0,243600000,8219100000,-12.5035006
1479712000,245569000,12510000,-24365000,1793252000,173.2860607
1121551000,255098000,142736000,-76171000,622676000,36.04938196
122633000,58281000,6453000,-35231000,145069000,73.55705552
13094092229,12220539869,0,1918608516,3.52891E+11,40.91000094
110648000,110648000,0,37178000,2811357000,33.09990258
1127815000,435574000,15298000,61526000,1218432000,15.4671812
613360000,613360000,0,157870000,15505649000,17.44008556
442575000,179636000,0,45885000,548441000,35.46935998
498264000,221947000,0,-155127411,357206498,197.8298612
550850000,368396000,393000,206590000,3892212000,24.98846327
213571000,130461000,5250000,23849000,251377000,-41.57219936
85251000,37447000,0,-2678000,113062000,34.04255535
700731000,669975000,0,266983000,6131390000,18.81619422
417648000,128463000,0,22492000,370846000,27.98078646
237439000,173735000,0,26879000,624878000,62.55707802
113520000,113520000,0,42894000,4167039000,29.86965234
26290000,25411000,4812000,-29320000,89832000,69.89247643
3073274000,883995000,19183000,141625000,2285741000,27.74934378
214109000,70165000,0,-74805000,532118000,9.956142692
764865000,728466000,125000000,96499000,896115000,36.43271321
154632000,89298000,1375000,-28207000,166153000,159.0103382
149167000,112844000,267000,57821000,425890000,-72.86821671
22503908,15014508,666667,-17211179,34196763,-50.95541463
20053764000,1927699000,833216000,300598000,11543498000,61.10008296
471433000,372123000,616000,33682000,1299666000,-87.42293435
377527000,228330000,0,38598000,1507599000,102.8883312
11455000000,2864000000,1853000,23653000,12414000000,-16.61619373
2184518732,2184518732,1853000,857828530.3,56386904899,-20.03024422
46970000,42291000,236000,-16382000,54108000,791.7646719
498264000,221947000,302000000,23653000,13447000000,28.70369862
3.40606E+11,97040665702,19933140376,7610853835,3.51992E+11,-13.56240698
88952000,58122000,4733000,-7548000,361100000,55.21822267
13149347826,7598188406,8228115942,632536231.9,31828623188,-25.96306029
273017000,15349000,27482000,-24071000,417987000,18.32297854
1191599000,347840000,0,18343000,11031896000,19.35905192
30434000,30434000,0,-85343000,347315000,7.080294018
29555000,12386000,6110000,528000,30955000,29.87013309
433732000,162349000,18060000,27790000,392691000,34.39125558
48630000,38686000,43098000,4403000,426570000,58.26595997
242448000,242448000,0,39421000,5637673000,33.02343495
70759000,19481000,0,-50500000,92981000,-0.207473621
244033000,244033000,0,17341000,293795000,67.69735143
1064537000,391592000,16517000,57012000,7355799000,31.23576842
351067000,351067000,0,152798000,7813361000,28.80643654
74751000,25055000,1445000,-52857000,86607000,277.2486862
459310000,300504000,0,15179000,610532000,33.71492865
1633721000,842351000,36545000,99872000,1691621000,53.69495097
1528930000,198482000,938000,36512000,1360605000,36.47058048
7619000,7619000,0,-88288000,177029000,48.08916875
2170103000,435306000,0,92710000,1778465000,54.09730718
251453000,245116000,26433000,143321000,1260803000,-23.87591174
165590000,165590000,4160000,55771000,6178683000,40.87897267
2215000000,675000000,0,124000000,1907000000,-7.381703774
300392000,213998000,0,88506000,2131705000,53.30604279
3121058000,2385160000,343769000,432518000,6145974000,65.61569529
89437000,3093000,17596000,-47334000,340421000,-63.30409453
5239847716,2774111675,58375634.52,746192893.4,10031725888,-27.393349
380700000,268600000,45700000,-25100000,1580000000,-9.379445536
723942000,274763000,0,290000,2321428000,-20.86242766
45607000,45182000,1853000,23653000,1369343500,16.46496667
2289415000,1223151000,493000,365614000,5611068000,62.23693257
88434482759,24501149425,6647126437,4755172414,1.36061E+11,4.295030314
261897000,192198000,1125000,-12386000,358398000,31.53426825
747298000,542691000,0,258415000,7765707000,39.96207118
3729000,3729000,0,-142568000,226348000,-16.81189466
1359132000,1025405000,0,155057000,1671235000,-4.474003469
210745000,-22689000,42773000,-75433000,474366000,-94.84491979
1941200000,627800000,39500000,106700000,2786400000,34.19715077
2873508000,257600000,5532000,13040000,1932642000,48.70506367
151657000,111669000,0,63690000,1796504000,61.41583508
3399781000,1023651000,0,157706000,2687800000,30.67574927
1955467000,196709000,208096000,-61754000,991013000,185.337904
1958557000,280457000,0,82097000,1803871000,57.5586784
62409117.22,47811866.86,35846888.57,-75445007.24,132473227.2,-42.72300643
403421122.4,282602908.2,2113520.408,146131581.6,795432857.1,53.97985247
288820000,269772000,0,143958000,1654064000,-2.123303237
190499184,142973644,0,45475882,1659535689,17.77535303
358616000,358616000,115000000,128259000,9849965000,16.22681934
498264000,221947000,0,-38511000,12521000,-56.41025435
117438000,57447000,0,-1957000,179890000,38.07017805
8040000000,4585000000,0,531000000,40828000000,45.93332926
62639000,61898000,1853000,23653000,1369343500,8.172163249
37632000,17948000,0,-31536000,67611000,29.55043562
5824693.252,5824693.252,0,89153680.98,188619171.8,168.8259088
1835139000,438084000,26561000,136645000,1324060000,96.88564762
3601114000,1448258000,897000,790583000,10747422000,14.77804079
3968939394,3968939394,31060606.06,45454545.45,10927272727,16.86723073
66000000,24000000,1853000,-120000000,96000000,37.50000233
498264000,221947000,0,-128821000,472555000,169.4281973
46128000,46128000,0,-91797000,4099450000,-10.66140834
498264000,221947000,0,-14770370.37,313674074.1,3.21134683
164833000,98209000,0,-14028000,133356000,23.26240206
84348000,84348000,0,28532000,2955440000,8.195762807
391026000,391026000,0,152003000,11529153000,8.634000256
1133600000,416800000,11200000,169100000,1315200000,3.999048732
211449000,211449000,425000000,41193000,4942574000,16.66851822
5771000000,3094000000,1853000,23653000,28296000000,29.18226221
2263061000,415866000,8750000,119832000,1231231000,71.53681798
73330642,43409160,2109853,-5890832,28665882,-72.97297225
143879000,71332000,2328000,-7555000,91463000,-2.564100213
585000,350000,0,-20458000,60678000,20.84592979
2757144000,658280000,11457000,94351000,2530274000,37.03862288
44521000,44521000,0,-236642000,540124000,56.52598697
312471000,312471000,625969000,100864000,8243272000,24.15670002
890351000,881390000,0,247919000,7871181000,91.37918569
9656000,9656000,0,-114780000,110418000,-21.42856585
606299000,173585000,57000,98803000,482079000,-17.34362434
2027877000,699803000,0,150611000,2379121000,68.45790767
246000,98000,0,-12897000,19357000,4.230118553
1492639000,944710000,216517000,168295000,6770595000,50.9948132
2766696000,1648779000,96093000,389477000,7062030000,49.51134586
651079000,340897000,147771000,-22053000,919617000,24.66734631
1325000000,181000000,396000000,-16000000,1510000000,83.79447225
1207815000,251105000,823000,20846000,800341000,33.27038011
642993000,432143000,0,126150000,1593202000,55.69348384
153181000,121118000,2400000,21719000,139749000,40.63908355
104527000,-6336000,1342000,-14044000,348286000,-16.12903598
201543000,201543000,0,57868000,5502219000,3.730362154
522493000,172376000,5627000,-90733000,1193929000,-2.45283226
23945000,17692000,24067000,35454000,159664000,6.829748375
498264000,221947000,0,-230699000,391839000,-53.28984658
326429000,110695000,3125000,30473000,240418000,26.4733637
498264000,221947000,0,-48273633,214839272,-47.20559161
1344413000,349602000,0,76534000,2101199000,24.51799614
357957000,357957000,0,92889000,1332548000,-34.06053209
355058000,292333000,0,-45320000,443326000,-17.31471238
179630000,111887000,0,-9674000,352098000,-47.4297307
2107133000,345015000,0,-45375000,2128102000,40.5970134
1899843000,1442260000,0,324094000,12595048000,36.14049916
640870000,394135000,5710000,83486000,4344106000,-25.91630437
883112000,298257000,21646000,56726000,1061936000,33.42296821
278889000,212704000,0,57304000,585680000,12.54049769
11284000,11284000,0,-83304000,273906000,151.1742094
164246000,158719000,22457000,-102678000,709160000,-37.36215368
798122000,124901000,0,-32262000,5014277000,64.99364689
250821000,85034000,6612000,-1220000,602900000,-46.97336556
30000,30000,556000,-82818000,44120000,152.1739266
1400040000,570028000,0,28793000,1585391000,-17.13387488
14414000,14414000,0,-146653000,295940000,-80.44379228
242107000,44047000,23128000,-13177000,217249000,-9.021409114
4615144000,667181000,98900000,255281000,1380564000,18.50808873
168645000,168645000,0,154981000,1513620000,16.7710087
986653000,519711000,0,212612000,3925808000,55.02056138
903519098.1,474120954.9,11746313,302807321,1643051114,-45.91083949
152020000,104126000,0,3889000,1222901000,1.683173654
28967980,25658673,0,5522132,253778428,51.09351024
498264000,221947000,0,-8714000,22126000,35.18518335
96599741,29197478,7705069,1869955,117963645,13.2075431
498264000,221947000,0,-11820000,119943703.7,-27.11863962
1514984000,174487000,0,66244000,1034626000,-20.88783414
37504000,36750000,1853000,23653000,1369343500,-2.68778127
2520000,2520000,266000,-48435000,140340000,-66.14173278
4457453581,2939734748,531671087.5,140424403.2,9860424403,-15.89636516
192854000,192854000,137258000,68288000,5010766000,16.88485569
13991000,13991000,0,-118871000,314821000,20.25402648
252790000,156809000,2372000,-67965000,118885000,-28.01483839
105568000,73939000,0,22943000,153088000,55.40875434
3645335000,939450000,38936000,340046000,3258481000,20.56168642
560421000,85402000,9831000,-1276000,599591000,22.01834963
2064034000,1375458000,6370000000,4090541000,19033526000,21.27388137
922003000,131720000,0,61570000,1183031000,35.68192222
498264000,221947000,895000,-22962000,56233000,-70
634117000,207536000,0,5296000,299197000,-87.44939276
440000,440000,59000,-26273000,69309000,7.407409473
1653849000,1154856000,18082000,104981000,1133743000,70.73707588
429797,33011,0,-26829630,18825914,4.748207332
498264000,221947000,0,-4192038,65724114,3.846161782
2216141000,697726000,26400000,-165597000,853457000,-27.76470558
1633731000,919095000,299500000,172234000,5468642000,24.85871398
1043822000,1033174000,533360000,41596000,9919031000,45.60106918
871922000,413971000,10000000,91041000,963708000,-3.070907666
801093000,154891000,4400000,-7956000,714175000,-64.19753137
3645600000,964600000,500000,231200000,4623800000,22.78768332
129484000,79612000,0,38168000,1100431000,41.73737902
82300000,67029000,0,20738000,64593000,-22.98850302
518119000,138276000,62000,17503000,355388000,49.17907619
191456000,191456000,40264000,63401000,5806093000,19.17764628
1192009000,919126000,2298000,196960000,5644376000,27.52614007
856903000,439115000,0,-869000,1076887000,-15.9262931
2941070619,1038470103,350289433,-279740463.9,2674810825,34.57320992
267435000,162741000,9861000,15525000,435856000,75.89966223
2968000000,1178000000,0,55000000,9018000000,87.2732367
787309000,372330000,0,37729000,1081242000,36.31359496
4489000000,593000000,27515000,148598000,1645000000,82.09256318
572084000,572084000,11137000,215931000,11871952000,28.29703576
538231000,185873000,0,39189000,378011000,-20.80078283
1279304000,114695000,4500000,35296000,572243000,132.3662718
15832374101,15832374101,20895136659,5823741007,6.328E+11,4.171598364
1478845000,611199000,1884000,44446000,1623717000,37.99217327
112749380,26647493,2288637,13015917,218987996,8.777428413
2073142000,775515000,93202000,-254581000,1363281000,-50.72463699
50094000,10643000,8486000,-37205000,30584000,-79.06249979
184716000,112328000,0,-1152000,2018135000,39.08455662
498264000,221947000,0,-10238910,218134484,-32.81249738
1748300000,294600000,0,15600000,1524700000,21.3842871
3533400000,744900000,19400000,159800000,2723300000,30.30967924
6437048196,2998536856,3123361856,3107253866,46703661856,26.89380116
670568965.5,670568965.5,0,-24700000,1259244828,-54.7495699
351097000,351097000,0,12994000,432489000,-26.26146396
68126000,41304000,6866000,-82627000,168359000,-34.45748273
137808000,137808000,11000000,41577000,2154913000,70.53252892
7124000000,716000000,0,289000000,4000000000,23.05011074
279254000,133885000,52348000,-104000,1385245000,-3.473501903
541201302.5,390873371.9,249664544.1,181232850.9,1771116643,34.84752662
738320000,579005000,0,87962000,1346467000,-15.76174092
329312000,329312000,100060000,80236000,5136764000,13.45735248
1444519000,947704000,0,159338000,3207366000,45.20355275
1585900000,285200000,0,91700000,1419300000,27.15895729
880810000,477228000,0,117095000,7038846000,21.79918845
9507614213,6152284264,1766497462,1804568528,17765228426,25.92536973
365912000,150890000,0,16617000,472993000,-28.61400992
187689000,187689000,54263000,-100521000,632075000,22.72727223
2806783888,496135553.8,94075135.55,394481797.1,1240428350,-48.35706191
838202000,216037000,0,-5382000,741700000,-12.69195819
1235479000,410207000,0,6436000,856735000,4.319916607
70478000,55292000,0,15444000,104640000,16.09589097
1215012000,362665000,37500000,167964000,2326681000,8.26490687
207526000,154898000,0,39115000,2084743000,17.72861128
10640000,10640000,0,-51445000,139928000,-3.933748659
194032000,107501000,103488000,16617000,774621000,78.95144604
1661900000,562200000,1500000,205000000,1898100000,18.41070019
193191000,123301000,36185000,27684000,1076199000,-12.82051251
421553000,111928000,8302000,14263000,667049000,29.22201077
1088758000,113616000,15118000,32281000,367736000,28.25083037
1613082000,701848000,63500000,-5187000,1390900000,-16.18036865
771828320,190016877,35000000,-32760340,1832078267,12.4910573
2721705000,1251037000,227000,-218240000,4522028000,-45.93572938
1006332000,340974000,0,-21938000,376256000,2.2099493
133753000,42056000,0,14637000,182301000,-7.172769685
459042000,372935000,0,-113134000,2682016000,45.98731605
152171000,114847000,0,81970000,1835552000,20.14058009
47670547,39791946,0,20673049,585131870,12.88819775
2029238000,1570074000,35750000,-102452000,11265538000,54.92874059
782400000,460100000,10100000,62700000,2229400000,-6.499133363
623937000,265615000,198879000,-110070000,4127351000,76.24833843
241100000,119245000,0,-35397000,463720000,69.44619523
90273000,90273000,0,-372882000,952705000,-19.29569044
303748888.9,51167407.41,46108148.15,11348888.89,510962963,34.18195905
23067000,11853000,0,-53689000,67494000,-53.87324006
441320000,197382000,30000000,-19298000,317080000,-16.57977192
535276000,131503000,57453000,42055000,1110009000,61.14520101
2500000,2500000,0,-64943000,219220000,114.2922426
127360000,64417000,120000,-8350000,157207000,75.24137826
1430789000,451852000,0,-126966000,4685954000,-25.0740113
22254000,22254000,0,-54629000,142725000,34.98817996
640801000,462878000,191689000,50378000,4744296000,0.563384242
2427200000,1064300000,20200000,295000000,12914200000,113.098388
573741000,69441000,2722000,6952000,748770000,43.27619089
2764761000,951800000,163971000,194745000,3377735000,29.84302017
177367000,177367000,0,61445000,4958913000,28.87228174
1625687000,552780000,0,48926000,1171967000,49.15323716
338206000,199329000,0,27933343.41,295289000,-69.75308592
1320886000,608452000,309000,92051000,760215000,29.02723086
6874400000,1103000000,1004900000,168000000,2695400000,64.10745216
125618000,125618000,275000000,45060000,6937212000,28.40751322
1562372,-1789386,999106,-12814324,5194507,-42.10526275
314369000,42422000,5489000,-38683000,401947000,-10.73170315
106541000,106541000,223500000,41573000,4241060000,25.79451279
2607000,2141000,0,-91298000,183332000,275.2500057
-68941000,-96187000,0,-105966000,8464610000,-3.340317791
59505000,59505000,0,-95514000,276736000,-78.33934917
1231211000,585607000,3000000,33769000,2344961000,-26.17690097
544135000,218230000,7353000,51683000,584744000,20.64400005
3028674000,1028521000,111000,287066000,2349825000,26.30977478
5732000,5732000,12562000,-30784000,66779000,54.02930671
113911000,113911000,313500000,34505000,4249439000,27.9544543
849981000,296923000,0,8540000,516076000,32.69229203
1807600000,461400000,108500000,169000000,3087100000,13.88182458
199331259,113000144.7,38735890.01,-9149348.77,670147467.4,6.22151886
10056000,8413000,0,-199469000,204292000,-60.66065909
684250000,294894000,0,134572000,465122000,47.27183197
6214814815,2672592593,917037037,863703703.7,39297037037,26.56033285
2147413000,379004000,0,96455000,2254255000,52.45261743
398200000,64444000,0,5539000,277084000,41.48471893
96430000,55373000,0,-157192000,441590000,-90.18518589
700846000,203882000,0,79526000,648827000,-34.62040568
